Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
73,Josh Gordon,CLE,21,WR,16,13,96,50,52.1%,805,16.1,5,40,44.8,71,8.4,3.1,50.3,1,GordJo02
74,T.Y. Hilton,IND,23,WR,15,1,90,50,55.6%,861,17.2,7,30,48.9,61,9.6,3.3,57.4,1,HiltT.00
75,Sidney Rice,SEA,26,WR,16,16,82,50,61.0%,748,15.0,7,38,56.1,46,9.1,3.1,46.8,0,RiceSi01
76,Ronnie Brown,SDG,31,RB,14,1,59,49,83.1%,371,7.6,0,16,44.1,25,6.3,3.5,26.5,0,BrowRo05
77,Antonio Gates,SDG,32,TE,15,15,80,49,61.3%,538,11.0,7,30,51.3,34,6.7,3.3,35.9,0,GateAn00
78,Doug Martin*,TAM,23,RB,16,16,70,49,70.0%,472,9.6,1,18,45.7,64,6.7,3.1,29.5,1,MartDo00
79,Jordy Nelson,GNB,27,WR,12,10,73,49,67.1%,745,15.2,7,36,57.5,73,10.2,4.1,62.1,0,NelsJo00
80,Torrey Smith,BAL,23,WR,16,16,110,49,44.5%,855,17.4,8,39,41.8,54,7.8,3.1,53.4,0,SmitTo02
81,Ben Watson,CLE,32,TE,16,14,82,49,59.8%,501,10.2,3,27,43.9,27,6.1,3.1,31.3,1,WatsBe00
82,Josh Morgan,WAS,27,WR,16,15,73,48,65.8%,510,10.6,2,30,52.1,32,7.0,3.0,31.9,1,MorgJo00
83,Dallas Clark,TAM,33,TE,16,7,75,47,62.7%,435,9.3,4,23,45.3,33,5.8,2.9,27.2,0,ClarDa00
84,Nate Washington,TEN,29,WR,16,14,89,46,51.7%,746,16.2,4,30,42.7,71,8.4,2.9,46.6,1,WashNa00
85,Dwayne Allen,IND,22,TE,16,16,66,45,68.2%,521,11.6,3,30,56.1,40,7.9,2.8,32.6,1,AlleDw00
86,Kenny Britt,TEN,24,WR,14,11,90,45,50.0%,589,13.1,4,25,41.1,46,6.5,3.2,42.1,2,BritKe00
87,Michael Floyd,ARI,23,WR,16,3,86,45,52.3%,562,12.5,2,26,46.5,53,6.5,2.8,35.1,1,FloyMi00
88,Rob Housler,ARI,24,TE,15,9,68,45,66.2%,417,9.3,0,17,45.6,33,6.1,3.0,27.8,0,HousRo01
89,DeSean Jackson,PHI,26,WR,11,11,87,45,51.7%,700,15.6,2,30,46.0,77,8.0,4.1,63.6,1,JackDe00
90,Brandon Stokley,DEN,36,WR,15,9,58,45,77.6%,544,12.1,5,30,70.7,38,9.4,3.0,36.3,0,StokBr00
91,Golden Tate,SEA,24,WR,15,15,68,45,66.2%,688,15.3,7,28,48.5,51,10.1,3.0,45.9,1,TateGo00
92,Jared Cook,TEN,25,TE,13,5,73,44,60.3%,523,11.9,4,24,47.9,61,7.2,3.4,40.2,1,CookJa02
93,Matt Forte,CHI,27,RB,15,15,59,44,74.6%,340,7.7,1,15,33.9,47,5.8,2.9,22.7,2,FortMa00
94,Pierre Garcon,WAS,26,WR,10,10,68,44,64.7%,633,14.4,4,26,50.0,88,9.3,4.4,63.3,0,GarcPi00
95,Brandon LaFell,CAR,26,WR,14,12,76,44,57.9%,677,15.4,4,31,48.7,62,8.9,3.1,48.4,1,LaFeBr00
96,Emmanuel Sanders,PIT,25,WR,16,7,75,44,58.7%,626,14.2,1,31,49.3,37,8.3,2.8,39.1,3,SandEm00
97,Scott Chandler,BUF,27,TE,15,13,74,43,58.1%,571,13.3,6,36,52.7,43,7.7,2.9,38.1,2,ChanSc00
98,C.J. Spiller*,BUF,25,RB,16,9,57,43,75.4%,459,10.7,2,20,43.9,66,8.1,2.7,28.7,3,SpilC.00
99,Chris Givens,STL,23,WR,15,12,80,42,52.5%,698,16.6,3,25,41.3,65,8.7,2.8,46.5,0,GiveCh00
100,Lance Kendricks,STL,24,TE,16,14,64,42,65.6%,519,12.4,4,24,48.4,80,8.1,2.6,32.4,1,KendLa00
101,Mario Manningham,SFO,26,WR,12,10,57,42,73.7%,449,10.7,1,22,56.1,40,7.9,3.5,37.4,2,MannMa01
102,Darren McFadden,OAK,25,RB,12,12,63,42,66.7%,258,6.1,1,12,33.3,20,4.1,3.5,21.5,2,McFaDa00
103,Tony Scheffler,DET,29,TE,15,4,85,42,49.4%,504,12.0,1,28,43.5,57,5.9,2.8,33.6,0,ScheTo00
104,Vernon Davis,SFO,28,TE,16,16,61,41,67.2%,548,13.4,5,26,54.1,53,9.0,2.6,34.3,0,DaviVe00
105,Joel Dreessen,DEN,30,TE,16,15,58,41,70.7%,356,8.7,5,19,56.9,30,6.1,2.6,22.3,0,DreeJo00
106,Anthony Fasano,MIA,28,TE,16,16,69,41,59.4%,332,8.1,5,18,46.4,22,4.8,2.6,20.8,0,FasaAn00
107,Darrius Heyward-Bey,OAK,25,WR,15,14,80,41,51.3%,606,14.8,5,25,41.3,59,7.6,2.7,40.4,0,HeywDa00
108,Donald Jones,BUF,25,WR,12,10,67,41,61.2%,443,10.8,4,25,46.3,68,6.6,3.4,36.9,1,JoneDo00
109,Santana Moss,WAS,33,WR,16,1,62,41,66.1%,573,14.0,8,26,50.0,77,9.2,2.6,35.8,2,MossSa00
110,Kevin Walter,HOU,31,WR,16,14,68,41,60.3%,518,12.6,2,27,55.9,52,7.6,2.6,32.4,0,WaltKe00
111,Arian Foster*,HOU,26,RB,16,16,58,40,69.0%,217,5.4,2,10,25.9,23,3.7,2.5,13.6,3,FostAr00
112,Michael Jenkins,MIN,30,WR,16,8,72,40,55.6%,449,11.2,2,25,44.4,32,6.2,2.5,28.1,0,JenkMi00
113,Adrian Peterson*+,MIN,27,RB,16,16,51,40,78.4%,217,5.4,1,11,45.1,20,4.3,2.5,13.6,4,PeteAd01
114,Danny Woodhead,NWE,27,RB,16,2,55,40,72.7%,446,11.2,3,23,54.5,25,8.1,2.5,27.9,1,WoodDa02
115,Domenik Hixon,NYG,28,WR,13,3,59,39,66.1%,567,14.5,2,25,57.6,41,9.6,3.0,43.6,0,HixoDo00
116,Ryan Mathews,SDG,25,RB,12,9,56,39,69.6%,252,6.5,0,9,42.9,24,4.5,3.3,21.0,2,MathRy00
117,Rod Streater,OAK,24,WR,16,2,74,39,52.7%,584,15.0,3,27,45.9,64,7.9,2.4,36.5,1,StreRo00
118,Pierre Thomas,NOR,28,RB,15,4,53,39,73.6%,354,9.1,1,20,50.9,36,6.7,2.6,23.6,0,ThomPi00
119,Harry Douglas,ATL,28,WR,15,1,59,38,64.4%,395,10.4,1,18,49.2,37,6.7,2.5,26.3,1,DougHa00
120,Leonard Hankerson,WAS,23,WR,16,5,57,38,66.7%,543,14.3,3,25,52.6,68,9.5,2.4,33.9,0,HankLe00
121,Steven Jackson,STL,29,RB,16,16,53,38,71.7%,321,8.4,0,13,49.1,22,6.1,2.4,20.1,0,JackSt00
122,Zach Miller,SEA,27,TE,16,15,53,38,71.7%,396,10.4,3,18,58.5,30,7.5,2.4,24.8,1,MillZa01
123,Danario Alexander,SDG,26,WR,10,6,62,37,59.7%,658,17.8,7,29,58.1,80,10.6,3.7,65.8,0,AlexDa00
124,Greg Jennings,GNB,29,WR,8,5,62,36,58.1%,366,10.2,4,22,53.2,45,5.9,4.5,45.8,0,JennGr00
125,Chris Johnson,TEN,27,RB,16,15,49,36,73.5%,232,6.4,0,7,36.7,22,4.7,2.3,14.5,5,JohnCh04
126,Reggie Bush,MIA,27,RB,16,16,52,35,67.3%,292,8.3,2,14,40.4,25,5.6,2.2,18.3,4,BushRe00
127,Jamaal Charles*,KAN,26,RB,16,15,49,35,71.4%,236,6.7,1,11,42.9,22,4.8,2.2,14.8,5,CharJa00
128,DeMarco Murray,DAL,24,RB,10,10,42,35,83.3%,251,7.2,0,11,59.5,22,6.0,3.5,25.1,3,MurrDe00
129,James Casey,HOU,28,FB,16,9,45,34,75.6%,330,9.7,3,18,60.0,30,7.3,2.1,20.6,0,CaseJa00
130,Fred Jackson,BUF,31,RB,10,8,42,34,81.0%,217,6.4,1,10,45.2,34,5.2,3.4,21.7,5,JackFr02
131,Mikel Leshoure,DET,22,RB,14,14,49,34,69.4%,214,6.3,0,12,40.8,15,4.4,2.4,15.3,3,LeshMi00
132,Tony Moeaki,KAN,25,TE,15,14,56,33,58.9%,453,13.7,1,24,50.0,38,8.1,2.2,30.2,0,MoeaTo00
133,Titus Young,DET,23,WR,10,8,56,33,58.9%,383,11.6,4,20,44.6,46,6.8,3.3,38.3,0,YounTi00
134,Kevin Ogletree,DAL,25,WR,15,1,55,32,58.2%,436,13.6,4,19,43.6,65,7.9,2.1,29.1,0,OgleKe00
135,T.J. Graham,BUF,23,TE,15,11,58,31,53.4%,322,10.4,1,15,37.9,51,5.6,2.1,21.5,0,GrahT.00
136,Jason Snelling,ATL,29,RB,16,2,35,31,88.6%,203,6.5,1,9,48.6,16,5.8,1.9,12.7,1,SnelJa00
137,Jacoby Jones*+,BAL,28,WR,16,3,55,30,54.5%,406,13.5,1,16,43.6,47,7.4,1.9,25.4,2,JoneJa03
138,Austin Pettis,STL,24,WR,14,2,48,30,62.5%,261,8.7,4,16,52.1,36,5.4,2.1,18.6,0,PettAu00
139,Damian Williams,TEN,24,WR,13,2,45,30,66.7%,324,10.8,0,18,48.9,27,7.2,2.3,24.9,0,WillDa04
140,Doug Baldwin,SEA,24,WR,14,4,50,29,58.0%,366,12.6,3,19,42.0,50,7.3,2.1,26.1,0,BaldDo00
141,Earl Bennett,CHI,25,WR,12,4,49,29,59.2%,375,12.9,2,20,51.0,60,7.7,2.4,31.3,0,BennEa00
142,Jeff Cumberland,NYJ,25,TE,15,12,53,29,54.7%,359,12.4,3,18,41.5,39,6.8,1.9,23.9,0,CumbJe00
143,Early Doucet,ARI,27,WR,12,3,53,28,52.8%,207,7.4,0,11,32.1,18,3.9,2.3,17.3,0,DoucEa00
144,Frank Gore*,SFO,29,RB,16,16,36,28,77.8%,234,8.4,1,10,47.2,26,6.5,1.8,14.6,2,GoreFr00
145,Garrett Graham,HOU,26,FB,15,9,39,28,71.8%,263,9.4,3,16,53.8,30,6.7,1.9,17.5,0,GrahGa00
146,Dustin Keller,NYJ,28,TE,8,5,36,28,77.8%,317,11.3,2,18,63.9,32,8.8,3.5,39.6,0,KellDu00
147,Randy Moss,SFO,35,WR,16,2,50,28,56.0%,434,15.5,3,22,52.0,55,8.7,1.8,27.1,1,MossRa00
148,Chaz Schilens,NYJ,27,WR,15,6,41,28,68.3%,289,10.3,2,16,53.7,25,7.0,1.9,19.3,1,SchiCh00
149,Tiquan Underwood,TAM,25,WR,14,3,55,28,50.9%,425,15.2,2,20,43.6,62,7.7,2.0,30.4,0,UndeTi00
150,Nate Burleson,DET,31,WR,6,5,43,27,62.8%,240,8.9,2,15,51.2,26,5.6,4.5,40.0,0,BurlNa00
151,Mike Tolbert,CAR,27,RB,16,5,39,27,69.2%,268,9.9,0,13,51.3,26,6.9,1.7,16.8,0,TolbMi00
152,Coby Fleener,IND,24,TE,12,10,48,26,54.2%,281,10.8,2,14,47.9,26,5.9,2.2,23.4,0,FleeCo00
153,Willis McGahee,DEN,31,RB,10,9,33,26,78.8%,221,8.5,0,10,51.5,31,6.7,2.6,22.1,5,McGaWi00
154,Jerome Simpson,MIN,26,WR,12,10,52,26,50.0%,274,10.5,0,16,36.5,33,5.3,2.2,22.8,2,SimpJe00
155,Clay Harbor,PHI,25,TE,14,9,39,25,64.1%,186,7.4,2,8,41.0,19,4.8,1.8,13.3,1,HarbCl00
156,Felix Jones,DAL,25,RB,16,7,36,25,69.4%,262,10.5,2,10,50.0,39,7.3,1.6,16.4,2,JoneFe00
157,Louis Murphy,CAR,25,WR,16,5,61,25,41.0%,336,13.4,1,16,32.8,55,5.5,1.6,21.0,1,MurpLo00
158,Logan Paulsen,WAS,25,TE,16,10,38,25,65.8%,308,12.3,1,17,55.3,31,8.1,1.6,19.3,0,PaulLo00
159,Armon Binns,2TM,23,WR,11,5,40,24,60.0%,277,11.5,1,22,47.5,48,6.9,2.2,25.2,1,BinnAr00
160,Fred Davis,WAS,26,TE,7,7,31,24,77.4%,325,13.5,0,17,61.3,29,10.5,3.4,46.4,0,DaviFr01
161,Shaun Draughn,KAN,25,RB,16,0,30,24,80.0%,158,6.6,0,5,26.7,23,5.3,1.5,9.9,2,DrauSh00
162,Alshon Jeffery,CHI,22,WR,10,6,48,24,50.0%,367,15.3,3,17,47.9,55,7.6,2.4,36.7,0,JeffAl00
163,Chris Ogbonnaya,CLE,26,RB,15,1,32,24,75.0%,187,7.8,0,10,43.8,38,5.8,1.6,12.5,1,OgboCh00
164,Daryl Richardson,STL,22,RB,16,0,36,24,66.7%,163,6.8,0,7,22.2,26,4.5,1.5,10.2,3,RichDa00
165,Laurent Robinson,JAX,27,WR,7,4,43,24,55.8%,252,10.5,0,8,48.8,32,5.9,3.4,36.0,1,RobiLa01
166,Ahmad Bradshaw,NYG,26,RB,14,12,31,23,74.2%,245,10.7,0,7,38.7,59,7.9,1.6,17.5,3,BradAh00
167,Riley Cooper,PHI,25,WR,11,5,47,23,48.9%,248,10.8,3,14,42.6,23,5.3,2.1,22.5,0,CoopRi00
168,Devin Hester,CHI,30,WR,15,5,40,23,57.5%,242,10.5,1,9,35.0,39,6.1,1.5,16.1,1,HestDe99
169,Marshawn Lynch*+,SEA,26,RB,16,15,30,23,76.7%,196,8.5,1,11,60.0,27,6.5,1.4,12.3,5,LyncMa00
170,Eddie Royal,SDG,26,WR,10,2,44,23,52.3%,234,10.2,1,15,38.6,31,5.3,2.3,23.4,1,RoyaEd00
171,Jordan Shipley,2TM,27,WR,7,2,39,23,59.0%,244,10.6,1,20,43.6,36,6.3,3.3,34.9,1,ShipJo00
172,Micheal Spurlock,2TM,29,WR,14,1,29,23,79.3%,200,8.7,1,24,55.2,22,6.9,1.6,14.3,1,SpurMi00
173,Craig Stevens,TEN,28,TE,15,15,33,23,69.7%,275,12.0,1,14,51.5,46,8.3,1.5,18.3,2,StevCr00
174,Ryan Broyles,DET,24,WR,10,3,32,22,68.8%,310,14.1,2,16,65.6,40,9.7,2.2,31.0,0,BroyRy00
175,BenJarvus Green-Ellis,CIN,27,RB,15,15,30,22,73.3%,104,4.7,0,4,36.7,13,3.5,1.5,6.9,3,GreeBe00
176,Devery Henderson,NOR,30,WR,15,9,47,22,46.8%,316,14.4,1,10,38.3,41,6.7,1.5,21.1,1,HendDe00
177,Jarius Wright,MIN,23,WR,7,1,36,22,61.1%,310,14.1,2,14,44.4,65,8.6,3.1,44.3,0,WrigJa02
178,Ed Dickson,BAL,25,TE,13,11,33,21,63.6%,225,10.7,0,11,48.5,40,6.8,1.6,17.3,0,DickEd00
179,Julian Edelman,NWE,26,WR,9,3,32,21,65.6%,235,11.2,3,12,56.3,56,7.3,2.3,26.1,1,EdelJu00
180,Stephen Hill,NYJ,21,WR,11,8,47,21,44.7%,252,12.0,3,17,42.6,33,5.4,1.9,22.9,0,HillSt00
181,Vonta Leach*+,BAL,31,FB,16,13,24,21,87.5%,143,6.8,0,7,54.2,18,6.0,1.3,8.9,0,LeacVo00
182,Knowshon Moreno,DEN,25,RB,8,6,26,21,80.8%,167,8.0,0,11,53.8,26,6.4,2.6,20.9,1,MoreKn00
183,Delanie Walker,SFO,28,TE,16,4,39,21,53.8%,344,16.4,3,14,48.7,45,8.8,1.3,21.5,1,WalkHu00
184,Jonathan Baldwin,KAN,23,WR,15,7,47,20,42.6%,325,16.3,1,15,34.0,57,6.9,1.3,21.7,0,BaldJo00
185,Jordan Cameron,CLE,24,TE,14,6,40,20,50.0%,226,11.3,1,12,42.5,28,5.7,1.4,16.1,0,CameJo00
186,Toby Gerhart,MIN,25,RB,16,0,27,20,74.1%,155,7.8,0,9,37.0,21,5.7,1.3,9.7,2,GerhTo00
187,Derek Hagan,OAK,28,WR,14,2,36,20,55.6%,259,13.0,0,14,50.0,38,7.2,1.4,18.5,0,HagaDe00
188,Santonio Holmes,NYJ,28,WR,4,4,41,20,48.8%,272,13.6,1,15,41.5,38,6.6,5.0,68.0,1,HolmSa00
189,Kellen Davis,CHI,27,TE,16,15,44,19,43.2%,229,12.1,2,11,36.4,25,5.2,1.2,14.3,1,DaviKe01
190,Shonn Greene,NYJ,27,RB,16,14,30,19,63.3%,151,7.9,0,3,40.0,30,5.0,1.2,9.4,4,GreeSh00
191,Rashad Jennings,JAX,27,RB,10,6,26,19,73.1%,130,6.8,0,5,26.9,26,5.0,1.9,13.0,3,JennRa00
192,Damaris Johnson,PHI,23,WR,14,1,31,19,61.3%,256,13.5,0,14,58.1,32,8.3,1.4,18.3,2,JohnDa04
193,William Powell,ARI,24,RB,13,1,25,19,76.0%,132,6.9,0,7,36.0,25,5.3,1.5,10.2,2,PoweWi00
194,Rueben Randle,NYG,21,WR,16,1,32,19,59.4%,298,15.7,3,13,53.1,56,9.3,1.2,18.6,1,RandRu00
195,Isaac Redman,PIT,28,RB,14,5,23,19,82.6%,244,12.8,0,10,65.2,55,10.6,1.4,17.4,3,RedmIs20
196,Robert Turbin,SEA,23,RB,16,0,23,19,82.6%,181,9.5,0,8,52.2,20,7.9,1.2,11.3,0,TurbRo00
197,Michael Turner,ATL,30,RB,16,16,30,19,63.3%,128,6.7,1,2,26.7,60,4.3,1.2,8.0,3,TurnMi00
198,Travis Benjamin,CLE,23,WR,14,3,37,18,48.6%,298,16.6,2,13,48.6,69,8.1,1.3,21.3,1,BenjTr00
199,Charles Clay,MIA,23,FB,14,9,33,18,54.5%,212,11.8,2,8,39.4,31,6.4,1.3,15.1,0,ClayCh00
